Data type,Graph ID,Triple ID,Prompt text,Triple text,Target,Location in text,Decision,Comment on decision,Extra hallucinations
prompts_real,31,statement1,"Pierre Poivre, a Catholic botanist, was born on August 23rd, 1719, worked in Réunion, was married to Françoise Robin, died on January 6th, 1786 and was buried in Basilica of Saint-Martin d'Ainay.","Pierre Poivre / Date of death / January 6th, 1786","January 6th, 1786",127,p,,
prompts_real,31,statement2,"Pierre Poivre, a Catholic botanist, was born on August 23rd, 1719, worked in Réunion, was married to Françoise Robin, died on January 6th, 1786 and was buried in Basilica of Saint-Martin d'Ainay.",Pierre Poivre / Place of burial / Basilica of Saint-Martin d'Ainay,Basilica of Saint-Martin d'Ainay,163,p,,
prompts_real,31,statement5,"Pierre Poivre, a Catholic botanist, was born on August 23rd, 1719, worked in Réunion, was married to Françoise Robin, died on January 6th, 1786 and was buried in Basilica of Saint-Martin d'Ainay.",Pierre Poivre / Religion or worldview / Catholicism,Catholicism,#VALUE!,p,,
prompts_real,32,statement6,"Manuel Montt, born in Petorca in 1809, was a judge and held the position of minister of Foreign Affairs of Chile, living in Santiago with his spouse Rosario Montt Goyenechea, and had a child named Alberto Montt Montt.",Manuel Montt / Place of birth / Petorca,Petorca,23,p,,
prompts_real,32,statement0,"Manuel Montt, born in Petorca in 1809, was a judge and held the position of minister of Foreign Affairs of Chile, living in Santiago with his spouse Rosario Montt Goyenechea, and had a child named Alberto Montt Montt.",Manuel Montt / Date of birth / 1809,1809,34,p,,
prompts_real,32,statement4,"Manuel Montt, born in Petorca in 1809, was a judge and held the position of minister of Foreign Affairs of Chile, living in Santiago with his spouse Rosario Montt Goyenechea, and had a child named Alberto Montt Montt.",Manuel Montt / Occupation / judge,judge,46,p,,
prompts_real,32,statement1,"Manuel Montt, born in Petorca in 1809, was a judge and held the position of minister of Foreign Affairs of Chile, living in Santiago with his spouse Rosario Montt Goyenechea, and had a child named Alberto Montt Montt.",Manuel Montt / Position held / minister of Foreign Affairs of Chile,minister of Foreign Affairs of Chile,77,p,,
prompts_real,32,statement3,"Manuel Montt, born in Petorca in 1809, was a judge and held the position of minister of Foreign Affairs of Chile, living in Santiago with his spouse Rosario Montt Goyenechea, and had a child named Alberto Montt Montt.",Manuel Montt / Work location / Santiago,Santiago,125,h,"Says he lived there, not that he worked there - these are not the same statement.",
prompts_real,32,statement2,"Manuel Montt, born in Petorca in 1809, was a judge and held the position of minister of Foreign Affairs of Chile, living in Santiago with his spouse Rosario Montt Goyenechea, and had a child named Alberto Montt Montt.",Manuel Montt / Spouse / Rosario Montt Goyenechea,Rosario Montt Goyenechea,150,p,,
prompts_real,32,statement5,"Manuel Montt, born in Petorca in 1809, was a judge and held the position of minister of Foreign Affairs of Chile, living in Santiago with his spouse Rosario Montt Goyenechea, and had a child named Alberto Montt Montt.",Manuel Montt / Has child / Alberto Montt Montt,Alberto Montt Montt,198,p,,
prompts_real,33,statement0,"Hippocrates, a philosopher depicted by the Bust of Hippocrates in Aspropyrgos and a student of Herodicus with Polybus as one of his own students, wrote in Ancient Greek and worked in the field of geography, and he had a child named Thessalus.",Hippocrates / Occupation / philosopher,philosopher,16,p,,
prompts_real,33,statement3,"Hippocrates, a philosopher depicted by the Bust of Hippocrates in Aspropyrgos and a student of Herodicus with Polybus as one of his own students, wrote in Ancient Greek and worked in the field of geography, and he had a child named Thessalus.",Hippocrates / Student of / Herodicus,Herodicus,96,p,,
prompts_real,33,statement2,"Hippocrates, a philosopher depicted by the Bust of Hippocrates in Aspropyrgos and a student of Herodicus with Polybus as one of his own students, wrote in Ancient Greek and worked in the field of geography, and he had a child named Thessalus.",Hippocrates / Student / Polybus,Polybus,111,p,,
prompts_real,33,statement4,"Hippocrates, a philosopher depicted by the Bust of Hippocrates in Aspropyrgos and a student of Herodicus with Polybus as one of his own students, wrote in Ancient Greek and worked in the field of geography, and he had a child named Thessalus.",Hippocrates / Writing language / Ancient Greek,Ancient Greek,156,p,,
prompts_real,33,statement5,"Hippocrates, a philosopher depicted by the Bust of Hippocrates in Aspropyrgos and a student of Herodicus with Polybus as one of his own students, wrote in Ancient Greek and worked in the field of geography, and he had a child named Thessalus.",Hippocrates / Field of work / geography,geography,197,p,,
prompts_real,33,statement6,"Hippocrates, a philosopher depicted by the Bust of Hippocrates in Aspropyrgos and a student of Herodicus with Polybus as one of his own students, wrote in Ancient Greek and worked in the field of geography, and he had a child named Thessalus.",Hippocrates / Has child / Thessalus,Thessalus,233,p,,
prompts_real,33,statement1,"Hippocrates, a philosopher depicted by the Bust of Hippocrates in Aspropyrgos and a student of Herodicus with Polybus as one of his own students, wrote in Ancient Greek and worked in the field of geography, and he had a child named Thessalus.","Hippocrates / Depicted by / Bust of Hippocrates, Aspropyrgos","Bust of Hippocrates, Aspropyrgos",#VALUE!,p,,
prompts_real,34,statement1,"Ptolemy VIII Physcon, a pharaoh during the Hellenistic period, and son of Cleopatra I Syra, was married to Cleopatra II of Egypt, had a son named Ptolemy Memphites, held the noble title of pharaoh, and died in 116 BCE.",Ptolemy VIII Physcon / Noble title / pharaoh,pharaoh,25,p,,
prompts_real,34,statement2,"Ptolemy VIII Physcon, a pharaoh during the Hellenistic period, and son of Cleopatra I Syra, was married to Cleopatra II of Egypt, had a son named Ptolemy Memphites, held the noble title of pharaoh, and died in 116 BCE.",Ptolemy VIII Physcon / Position held / pharaoh,pharaoh,25,p,,
prompts_real,34,statement6,"Ptolemy VIII Physcon, a pharaoh during the Hellenistic period, and son of Cleopatra I Syra, was married to Cleopatra II of Egypt, had a son named Ptolemy Memphites, held the noble title of pharaoh, and died in 116 BCE.",Ptolemy VIII Physcon / Time period / Hellenistic period,Hellenistic period,44,p,,
prompts_real,34,statement0,"Ptolemy VIII Physcon, a pharaoh during the Hellenistic period, and son of Cleopatra I Syra, was married to Cleopatra II of Egypt, had a son named Ptolemy Memphites, held the noble title of pharaoh, and died in 116 BCE.",Ptolemy VIII Physcon / Has mother / Cleopatra I Syra,Cleopatra I Syra,75,p,,
prompts_real,34,statement3,"Ptolemy VIII Physcon, a pharaoh during the Hellenistic period, and son of Cleopatra I Syra, was married to Cleopatra II of Egypt, had a son named Ptolemy Memphites, held the noble title of pharaoh, and died in 116 BCE.",Ptolemy VIII Physcon / Spouse / Cleopatra II of Egypt,Cleopatra II of Egypt,108,p,,
prompts_real,34,statement5,"Ptolemy VIII Physcon, a pharaoh during the Hellenistic period, and son of Cleopatra I Syra, was married to Cleopatra II of Egypt, had a son named Ptolemy Memphites, held the noble title of pharaoh, and died in 116 BCE.",Ptolemy VIII Physcon / Has child / Ptolemy Memphites,Ptolemy Memphites,147,p,,
prompts_real,34,statement4,"Ptolemy VIII Physcon, a pharaoh during the Hellenistic period, and son of Cleopatra I Syra, was married to Cleopatra II of Egypt, had a son named Ptolemy Memphites, held the noble title of pharaoh, and died in 116 BCE.",Ptolemy VIII Physcon / Date of death / 116 BCE,116 BCE,211,p,,
prompts_real,35,statement4,"Emperor Xiaowu of Jin, Emperor of China from the House of Sima, had mother Empress Dowager Li Lingrong, was a sibling of Princess Poyang, died of asphyxia by homicide in 396.",Emperor Xiaowu of Jin / Position held / Emperor of China,Emperor of China,24,p,,
prompts_real,35,statement5,"Emperor Xiaowu of Jin, Emperor of China from the House of Sima, had mother Empress Dowager Li Lingrong, was a sibling of Princess Poyang, died of asphyxia by homicide in 396.",Emperor Xiaowu of Jin / Family / House of Sima,House of Sima,50,p,,
prompts_real,35,statement0,"Emperor Xiaowu of Jin, Emperor of China from the House of Sima, had mother Empress Dowager Li Lingrong, was a sibling of Princess Poyang, died of asphyxia by homicide in 396.",Emperor Xiaowu of Jin / Has mother / Empress Dowager Li Lingrong,Empress Dowager Li Lingrong,76,p,,
prompts_real,35,statement1,"Emperor Xiaowu of Jin, Emperor of China from the House of Sima, had mother Empress Dowager Li Lingrong, was a sibling of Princess Poyang, died of asphyxia by homicide in 396.",Emperor Xiaowu of Jin / Sibling / Princess Poyang,Princess Poyang,122,p,,
prompts_real,35,statement2,"Emperor Xiaowu of Jin, Emperor of China from the House of Sima, had mother Empress Dowager Li Lingrong, was a sibling of Princess Poyang, died of asphyxia by homicide in 396.",Emperor Xiaowu of Jin / Cause of death / asphyxia,asphyxia,147,p,,
prompts_real,35,statement6,"Emperor Xiaowu of Jin, Emperor of China from the House of Sima, had mother Empress Dowager Li Lingrong, was a sibling of Princess Poyang, died of asphyxia by homicide in 396.",Emperor Xiaowu of Jin / Manner of death / homicide,homicide,159,p,,
prompts_real,35,statement3,"Emperor Xiaowu of Jin, Emperor of China from the House of Sima, had mother Empress Dowager Li Lingrong, was a sibling of Princess Poyang, died of asphyxia by homicide in 396.",Emperor Xiaowu of Jin / Date of death / 396,396,171,p,,
prompts_real,36,statement2,"Georges Pompidou, a politician, was employed by N M Rothschild & Sons in Paris, where he lived with his spouse Claude Pompidou, and later became President of the French Republic, before passing away in Paris on April 2nd, 1974.",Georges Pompidou / Occupation / politician,politician,21,p,,
prompts_real,36,statement0,"Georges Pompidou, a politician, was employed by N M Rothschild & Sons in Paris, where he lived with his spouse Claude Pompidou, and later became President of the French Republic, before passing away in Paris on April 2nd, 1974.",Georges Pompidou / Employer / N M Rothschild & Sons,N M Rothschild & Sons,49,p,,
prompts_real,36,statement1,"Georges Pompidou, a politician, was employed by N M Rothschild & Sons in Paris, where he lived with his spouse Claude Pompidou, and later became President of the French Republic, before passing away in Paris on April 2nd, 1974.",Georges Pompidou / Work location / Paris,Paris,74,p,,
prompts_real,36,statement5,"Georges Pompidou, a politician, was employed by N M Rothschild & Sons in Paris, where he lived with his spouse Claude Pompidou, and later became President of the French Republic, before passing away in Paris on April 2nd, 1974.",Georges Pompidou / Place of death / Paris,Paris,74,p,,
prompts_real,36,statement3,"Georges Pompidou, a politician, was employed by N M Rothschild & Sons in Paris, where he lived with his spouse Claude Pompidou, and later became President of the French Republic, before passing away in Paris on April 2nd, 1974.",Georges Pompidou / Spouse / Claude Pompidou,Claude Pompidou,112,p,,
prompts_real,36,statement4,"Georges Pompidou, a politician, was employed by N M Rothschild & Sons in Paris, where he lived with his spouse Claude Pompidou, and later became President of the French Republic, before passing away in Paris on April 2nd, 1974.",Georges Pompidou / Position held / President of the French Republic,President of the French Republic,146,p,,
prompts_real,36,statement6,"Georges Pompidou, a politician, was employed by N M Rothschild & Sons in Paris, where he lived with his spouse Claude Pompidou, and later became President of the French Republic, before passing away in Paris on April 2nd, 1974.","Georges Pompidou / Date of death / April 2nd, 1974","April 2nd, 1974",212,p,"(Although the triples don't say he lived in Paris, since he worked there and was the President of France, it's hard to argue against the extrapolation.)","External information: president second, employed by N M Rothschild & Sons first."
prompts_real,37,statement0,"Emperor Chongzong of Western Xia, who was a Tangut, and a Buddhist, died in 1139 and had a son named Lǐ Rénài, born in 1108, who had a brother named Lǐ Rényǒu; his father was Emperor Huizong of Western Xia.",Emperor Chongzong of Western Xia / Date of death / 1139,1139,77,p,,
prompts_real,37,statement3,"Emperor Chongzong of Western Xia, who was a Tangut, and a Buddhist, died in 1139 and had a son named Lǐ Rénài, born in 1108, who had a brother named Lǐ Rényǒu; his father was Emperor Huizong of Western Xia.",Emperor Chongzong of Western Xia / Has child / Lǐ Rénài,Lǐ Rénài,102,p,,
prompts_real,37,statement6,"Emperor Chongzong of Western Xia, who was a Tangut, and a Buddhist, died in 1139 and had a son named Lǐ Rénài, born in 1108, who had a brother named Lǐ Rényǒu; his father was Emperor Huizong of Western Xia.",Lǐ Rénài / Date of birth / 1108,1108,120,p,,
prompts_real,37,statement5,"Emperor Chongzong of Western Xia, who was a Tangut, and a Buddhist, died in 1139 and had a son named Lǐ Rénài, born in 1108, who had a brother named Lǐ Rényǒu; his father was Emperor Huizong of Western Xia.",Lǐ Rénài / Sibling / Lǐ Rényǒu,Lǐ Rényǒu,150,p,,
prompts_real,37,statement4,"Emperor Chongzong of Western Xia, who was a Tangut, and a Buddhist, died in 1139 and had a son named Lǐ Rénài, born in 1108, who had a brother named Lǐ Rényǒu; his father was Emperor Huizong of Western Xia.",Emperor Chongzong of Western Xia / Has father / Emperor Huizong of Western Xia,Emperor Huizong of Western Xia,176,p,,
prompts_real,37,statement1,"Emperor Chongzong of Western Xia, who was a Tangut, and a Buddhist, died in 1139 and had a son named Lǐ Rénài, born in 1108, who had a brother named Lǐ Rényǒu; his father was Emperor Huizong of Western Xia.",Emperor Chongzong of Western Xia / Ethnic group / Tangut people,Tangut people,#VALUE!,p,,
prompts_real,37,statement2,"Emperor Chongzong of Western Xia, who was a Tangut, and a Buddhist, died in 1139 and had a son named Lǐ Rénài, born in 1108, who had a brother named Lǐ Rényǒu; his father was Emperor Huizong of Western Xia.",Emperor Chongzong of Western Xia / Religion or worldview / Buddhism,Buddhism,#VALUE!,p,,
prompts_real,38,statement4,"Born in 1170, Emperor Xiangzong of Western Xia, who had Lǐ Rényǒu as his father and Emperor Renzong of Western Xia as his sibling Lǐ Rénài, had a child named Li Chengzhen, who held the noble title of princess; and he died in 1211.",Emperor Xiangzong of Western Xia / Date of birth / 1170,1170,9,p,,
prompts_real,38,statement2,"Born in 1170, Emperor Xiangzong of Western Xia, who had Lǐ Rényǒu as his father and Emperor Renzong of Western Xia as his sibling Lǐ Rénài, had a child named Li Chengzhen, who held the noble title of princess; and he died in 1211.",Emperor Xiangzong of Western Xia / Has father / Lǐ Rényǒu,Lǐ Rényǒu,57,p,,
prompts_real,38,statement3,"Born in 1170, Emperor Xiangzong of Western Xia, who had Lǐ Rényǒu as his father and Emperor Renzong of Western Xia as his sibling Lǐ Rénài, had a child named Li Chengzhen, who held the noble title of princess; and he died in 1211.",Lǐ Rényǒu / Sibling / Lǐ Rénài,Lǐ Rénài,131,p,,
prompts_real,38,statement6,"Born in 1170, Emperor Xiangzong of Western Xia, who had Lǐ Rényǒu as his father and Emperor Renzong of Western Xia as his sibling Lǐ Rénài, had a child named Li Chengzhen, who held the noble title of princess; and he died in 1211.",Emperor Renzong of Western Xia / Sibling / Lǐ Rénài,Lǐ Rénài,131,p,(Very unclearly stated.),
prompts_real,38,statement0,"Born in 1170, Emperor Xiangzong of Western Xia, who had Lǐ Rényǒu as his father and Emperor Renzong of Western Xia as his sibling Lǐ Rénài, had a child named Li Chengzhen, who held the noble title of princess; and he died in 1211.",Emperor Xiangzong of Western Xia / Has child / Li Chengzhen,Li Chengzhen,159,p,,
prompts_real,38,statement5,"Born in 1170, Emperor Xiangzong of Western Xia, who had Lǐ Rényǒu as his father and Emperor Renzong of Western Xia as his sibling Lǐ Rénài, had a child named Li Chengzhen, who held the noble title of princess; and he died in 1211.",Li Chengzhen / Noble title / princess,princess,201,p,,
prompts_real,38,statement1,"Born in 1170, Emperor Xiangzong of Western Xia, who had Lǐ Rényǒu as his father and Emperor Renzong of Western Xia as his sibling Lǐ Rénài, had a child named Li Chengzhen, who held the noble title of princess; and he died in 1211.",Emperor Xiangzong of Western Xia / Date of death / 1211,1211,226,p,,
prompts_real,39,statement6,"Heinrich Lübke was a politician who held the position of a member of Landtag of Prussia and was affiliated with CDU/CSU Bundestag fraction; he worked in Bonn and was buried in Friedhof Enkhausen, and was a Catholic born in Sundern.",Heinrich Lübke / Occupation / politician,politician,22,p,,
prompts_real,39,statement0,"Heinrich Lübke was a politician who held the position of a member of Landtag of Prussia and was affiliated with CDU/CSU Bundestag fraction; he worked in Bonn and was buried in Friedhof Enkhausen, and was a Catholic born in Sundern.",Heinrich Lübke / Position held / Member of Landtag of Prussia,Member of Landtag of Prussia,60,p,,
prompts_real,39,statement3,"Heinrich Lübke was a politician who held the position of a member of Landtag of Prussia and was affiliated with CDU/CSU Bundestag fraction; he worked in Bonn and was buried in Friedhof Enkhausen, and was a Catholic born in Sundern.",Heinrich Lübke / Affiliation / CDU/CSU Bundestag fraction,CSU Bundestag fraction,117,p,,
prompts_real,39,statement1,"Heinrich Lübke was a politician who held the position of a member of Landtag of Prussia and was affiliated with CDU/CSU Bundestag fraction; he worked in Bonn and was buried in Friedhof Enkhausen, and was a Catholic born in Sundern.",Heinrich Lübke / Work location / Bonn,Bonn,154,p,,
prompts_real,39,statement2,"Heinrich Lübke was a politician who held the position of a member of Landtag of Prussia and was affiliated with CDU/CSU Bundestag fraction; he worked in Bonn and was buried in Friedhof Enkhausen, and was a Catholic born in Sundern.",Heinrich Lübke / Place of burial / Friedhof Enkhausen,Friedhof Enkhausen,177,p,,
prompts_real,39,statement5,"Heinrich Lübke was a politician who held the position of a member of Landtag of Prussia and was affiliated with CDU/CSU Bundestag fraction; he worked in Bonn and was buried in Friedhof Enkhausen, and was a Catholic born in Sundern.",Heinrich Lübke / Place of birth / Sundern,Sundern,224,p,,
prompts_real,39,statement4,"Heinrich Lübke was a politician who held the position of a member of Landtag of Prussia and was affiliated with CDU/CSU Bundestag fraction; he worked in Bonn and was buried in Friedhof Enkhausen, and was a Catholic born in Sundern.",Heinrich Lübke / Religion or worldview / Catholic Church,Catholic Church,#VALUE!,p,,
prompts_real,40,statement1,"Gustav Mahler, a conductor renowned for western classical music, was born on July 7th, 1860 - notable works include Symphony No.  8 - and died on May 18th, 1911 due to sepsis, with a surviving child named Maria Anna Mahler.",Gustav Mahler / Occupation / conductor,conductor,18,p,,
prompts_real,40,statement3,"Gustav Mahler, a conductor renowned for western classical music, was born on July 7th, 1860 - notable works include Symphony No.  8 - and died on May 18th, 1911 due to sepsis, with a surviving child named Maria Anna Mahler.",Gustav Mahler / Genre / western classical music,western classical music,41,p,,
prompts_real,40,statement4,"Gustav Mahler, a conductor renowned for western classical music, was born on July 7th, 1860 - notable works include Symphony No.  8 - and died on May 18th, 1911 due to sepsis, with a surviving child named Maria Anna Mahler.","Gustav Mahler / Date of birth / July 7th, 1860","July 7th, 1860",78,p,,
prompts_real,40,statement2,"Gustav Mahler, a conductor renowned for western classical music, was born on July 7th, 1860 - notable works include Symphony No.  8 - and died on May 18th, 1911 due to sepsis, with a surviving child named Maria Anna Mahler.","Gustav Mahler / Date of death / May 18th, 1911","May 18th, 1911",147,p,,
prompts_real,40,statement5,"Gustav Mahler, a conductor renowned for western classical music, was born on July 7th, 1860 - notable works include Symphony No.  8 - and died on May 18th, 1911 due to sepsis, with a surviving child named Maria Anna Mahler.",Gustav Mahler / Cause of death / sepsis,sepsis,169,p,,
prompts_real,40,statement6,"Gustav Mahler, a conductor renowned for western classical music, was born on July 7th, 1860 - notable works include Symphony No.  8 - and died on May 18th, 1911 due to sepsis, with a surviving child named Maria Anna Mahler.",Gustav Mahler / Has child / Maria Anna Mahler,Maria Anna Mahler,206,p,,
prompts_real,40,statement0,"Gustav Mahler, a conductor renowned for western classical music, was born on July 7th, 1860 - notable works include Symphony No.  8 - and died on May 18th, 1911 due to sepsis, with a surviving child named Maria Anna Mahler.",Gustav Mahler / Notable work / Symphony No. 8,Symphony No. 8,#VALUE!,p,,
prompts_real,41,statement4,"Emperor Hui of Han, a Han Chinese person born in 213 BCE, occupied the position of Emperor of China, had a child named Liu Chao, was married to Empress Zhang Yan, and had a sibling named Liu Zhang.",Emperor Hui of Han / Date of birth / 213 BCE,213 BCE,50,p,,
prompts_real,41,statement1,"Emperor Hui of Han, a Han Chinese person born in 213 BCE, occupied the position of Emperor of China, had a child named Liu Chao, was married to Empress Zhang Yan, and had a sibling named Liu Zhang.",Emperor Hui of Han / Position held / Emperor of China,Emperor of China,84,p,,
prompts_real,41,statement2,"Emperor Hui of Han, a Han Chinese person born in 213 BCE, occupied the position of Emperor of China, had a child named Liu Chao, was married to Empress Zhang Yan, and had a sibling named Liu Zhang.",Emperor Hui of Han / Has child / Liu Chao,Liu Chao,120,p,,
prompts_real,41,statement3,"Emperor Hui of Han, a Han Chinese person born in 213 BCE, occupied the position of Emperor of China, had a child named Liu Chao, was married to Empress Zhang Yan, and had a sibling named Liu Zhang.",Emperor Hui of Han / Spouse / Empress Zhang Yan,Empress Zhang Yan,145,p,,
prompts_real,41,statement5,"Emperor Hui of Han, a Han Chinese person born in 213 BCE, occupied the position of Emperor of China, had a child named Liu Chao, was married to Empress Zhang Yan, and had a sibling named Liu Zhang.",Emperor Hui of Han / Sibling / Liu Zhang,Liu Zhang,188,p,,
prompts_real,41,statement0,"Emperor Hui of Han, a Han Chinese person born in 213 BCE, occupied the position of Emperor of China, had a child named Liu Chao, was married to Empress Zhang Yan, and had a sibling named Liu Zhang.",Emperor Hui of Han / Occupation / sovereign,sovereign,#VALUE!,a,,
prompts_real,41,statement6,"Emperor Hui of Han, a Han Chinese person born in 213 BCE, occupied the position of Emperor of China, had a child named Liu Chao, was married to Empress Zhang Yan, and had a sibling named Liu Zhang.",Emperor Hui of Han / Ethnic group / Han Chinese people,Han Chinese people,#VALUE!,p,,
prompts_real,42,statement1,"King Zhuangxiang of Qin was Qin Shi Huangdi's father, he was born on January 27th, 258 BCE, and had a son named Fusu before replacing King Zhuangxiang of Qin; he also participated in Qin Shi Huang's inspection tours and his mother was Queen Dowager Zhao.",Qin Shi Huangdi / Has father / King Zhuangxiang of Qin,King Zhuangxiang of Qin,1,p,,
prompts_real,42,statement6,"King Zhuangxiang of Qin was Qin Shi Huangdi's father, he was born on January 27th, 258 BCE, and had a son named Fusu before replacing King Zhuangxiang of Qin; he also participated in Qin Shi Huang's inspection tours and his mother was Queen Dowager Zhao.",Qin Shi Huangdi / Replaces / King Zhuangxiang of Qin,King Zhuangxiang of Qin,1,p,,
prompts_real,42,statement2,"King Zhuangxiang of Qin was Qin Shi Huangdi's father, he was born on January 27th, 258 BCE, and had a son named Fusu before replacing King Zhuangxiang of Qin; he also participated in Qin Shi Huang's inspection tours and his mother was Queen Dowager Zhao.","Qin Shi Huangdi / Date of birth / January 27th, 258 BCE","January 27th, 258 BCE",70,p,,
prompts_real,42,statement3,"King Zhuangxiang of Qin was Qin Shi Huangdi's father, he was born on January 27th, 258 BCE, and had a son named Fusu before replacing King Zhuangxiang of Qin; he also participated in Qin Shi Huang's inspection tours and his mother was Queen Dowager Zhao.",Qin Shi Huangdi / Has child / Fusu,Fusu,113,p,,
prompts_real,42,statement4,"King Zhuangxiang of Qin was Qin Shi Huangdi's father, he was born on January 27th, 258 BCE, and had a son named Fusu before replacing King Zhuangxiang of Qin; he also participated in Qin Shi Huang's inspection tours and his mother was Queen Dowager Zhao.",Qin Shi Huangdi / Participant in / Qin Shi Huang's inspection tours,Qin Shi Huang's inspection tours,184,p,,
prompts_real,42,statement5,"King Zhuangxiang of Qin was Qin Shi Huangdi's father, he was born on January 27th, 258 BCE, and had a son named Fusu before replacing King Zhuangxiang of Qin; he also participated in Qin Shi Huang's inspection tours and his mother was Queen Dowager Zhao.",Qin Shi Huangdi / Has mother / Queen Dowager Zhao,Queen Dowager Zhao,236,p,,
prompts_real,42,statement0,"King Zhuangxiang of Qin was Qin Shi Huangdi's father, he was born on January 27th, 258 BCE, and had a son named Fusu before replacing King Zhuangxiang of Qin; he also participated in Qin Shi Huang's inspection tours and his mother was Queen Dowager Zhao.",Qin Shi Huangdi / Position held / Emperor of China,Emperor of China,#VALUE!,h,"Text doesn't state that he ever became Emperor of China, only that he replaced his father, who was king of Qin.",Triples don't state when he had a child named Fusu.
prompts_real,43,statement1,"Marit Paulsen, member of the European Parliament who worked in Strasbourg and had a daughter named Stina Morian, a journalist born in Järfälla församling, was born on November 24th, 1939 and passed away on July 26th, 2022.",Marit Paulsen / Position held / member of the European Parliament,member of the European Parliament,16,p,,
prompts_real,43,statement2,"Marit Paulsen, member of the European Parliament who worked in Strasbourg and had a daughter named Stina Morian, a journalist born in Järfälla församling, was born on November 24th, 1939 and passed away on July 26th, 2022.",Marit Paulsen / Work location / Strasbourg,Strasbourg,64,p,,
prompts_real,43,statement3,"Marit Paulsen, member of the European Parliament who worked in Strasbourg and had a daughter named Stina Morian, a journalist born in Järfälla församling, was born on November 24th, 1939 and passed away on July 26th, 2022.",Marit Paulsen / Has child / Stina Morian,Stina Morian,100,p,,
prompts_real,43,statement4,"Marit Paulsen, member of the European Parliament who worked in Strasbourg and had a daughter named Stina Morian, a journalist born in Järfälla församling, was born on November 24th, 1939 and passed away on July 26th, 2022.",Stina Morian / Occupation / journalist,journalist,116,p,,
prompts_real,43,statement5,"Marit Paulsen, member of the European Parliament who worked in Strasbourg and had a daughter named Stina Morian, a journalist born in Järfälla församling, was born on November 24th, 1939 and passed away on July 26th, 2022.",Stina Morian / Place of birth / Järfälla församling,Järfälla församling,135,p,,
prompts_real,43,statement0,"Marit Paulsen, member of the European Parliament who worked in Strasbourg and had a daughter named Stina Morian, a journalist born in Järfälla församling, was born on November 24th, 1939 and passed away on July 26th, 2022.","Marit Paulsen / Date of birth / November 24th, 1939","November 24th, 1939",168,p,,
prompts_real,43,statement6,"Marit Paulsen, member of the European Parliament who worked in Strasbourg and had a daughter named Stina Morian, a journalist born in Järfälla församling, was born on November 24th, 1939 and passed away on July 26th, 2022.","Marit Paulsen / Date of death / July 26th, 2022","July 26th, 2022",207,p,,
prompts_real,44,statement6,"Saddam Hussein, Mushir, has had a child named Raghad Hussein with Samira Shahbandar, he was executed by hanging in Kadhimiya and buried in Al-Awja, and his father's name was Hussein 'Abid al-Majid.",Saddam Hussein / Military rank / Mushir,Mushir,17,p,,
prompts_real,44,statement0,"Saddam Hussein, Mushir, has had a child named Raghad Hussein with Samira Shahbandar, he was executed by hanging in Kadhimiya and buried in Al-Awja, and his father's name was Hussein 'Abid al-Majid.",Saddam Hussein / Has child / Raghad Hussein,Raghad Hussein,47,p,,
prompts_real,44,statement1,"Saddam Hussein, Mushir, has had a child named Raghad Hussein with Samira Shahbandar, he was executed by hanging in Kadhimiya and buried in Al-Awja, and his father's name was Hussein 'Abid al-Majid.",Saddam Hussein / Spouse / Samira Shahbandar,Samira Shahbandar,67,p,,
prompts_real,44,statement2,"Saddam Hussein, Mushir, has had a child named Raghad Hussein with Samira Shahbandar, he was executed by hanging in Kadhimiya and buried in Al-Awja, and his father's name was Hussein 'Abid al-Majid.",Saddam Hussein / Cause of death / hanging,hanging,105,p,,
prompts_real,44,statement3,"Saddam Hussein, Mushir, has had a child named Raghad Hussein with Samira Shahbandar, he was executed by hanging in Kadhimiya and buried in Al-Awja, and his father's name was Hussein 'Abid al-Majid.",Saddam Hussein / Place of death / Kadhimiya,Kadhimiya,116,p,,
prompts_real,44,statement4,"Saddam Hussein, Mushir, has had a child named Raghad Hussein with Samira Shahbandar, he was executed by hanging in Kadhimiya and buried in Al-Awja, and his father's name was Hussein 'Abid al-Majid.",Saddam Hussein / Place of burial / Al-Awja,Al-Awja,140,p,,
prompts_real,44,statement5,"Saddam Hussein, Mushir, has had a child named Raghad Hussein with Samira Shahbandar, he was executed by hanging in Kadhimiya and buried in Al-Awja, and his father's name was Hussein 'Abid al-Majid.",Saddam Hussein / Has father / Hussein 'Abid al-Majid,Hussein 'Abid al-Majid,175,p,,Triples don't state who Raghad Hussein's mother was.
prompts_real,45,statement0,"Roy Budd, a jazz musician born on March 14th, 1947 in Mitcham, and known for his piano playing, passed away in London on August 7th, 1993.",Roy Budd / Occupation / jazz musician,jazz musician,13,p,,
prompts_real,45,statement4,"Roy Budd, a jazz musician born on March 14th, 1947 in Mitcham, and known for his piano playing, passed away in London on August 7th, 1993.",Roy Budd / Genre / jazz,jazz,13,p,,
prompts_real,45,statement1,"Roy Budd, a jazz musician born on March 14th, 1947 in Mitcham, and known for his piano playing, passed away in London on August 7th, 1993.","Roy Budd / Date of birth / March 14th, 1947","March 14th, 1947",35,p,,
prompts_real,45,statement2,"Roy Budd, a jazz musician born on March 14th, 1947 in Mitcham, and known for his piano playing, passed away in London on August 7th, 1993.",Roy Budd / Place of birth / Mitcham,Mitcham,55,p,,
